policy_id,policy_number,claimant_id,start_date,end_date,premium,coverage_type
POL_CLM_LEG_166_0,PN8529925925,CLM_LEG_166,2023-07-23T18:12:54.313640,2024-07-22T18:12:54.313640,1205.97,Liability Only
POL_CLM_LEG_167_0,PN9645227359,CLM_LEG_167,2023-05-04T18:12:54.313640,2024-05-03T18:12:54.313640,1498.32,Liability Only
POL_CLM_LEG_168_0,PN4072587373,CLM_LEG_168,2023-07-15T18:12:54.313640,2024-07-14T18:12:54.313640,2352.83,Liability Only
POL_CLM_LEG_169_0,PN6133310554,CLM_LEG_169,2023-08-27T18:12:54.313640,2024-08-26T18:12:54.313640,2147.07,Comprehensive
POL_CLM_LEG_170_0,PN9988470534,CLM_LEG_170,2024-02-15T18:12:54.313640,2025-02-14T18:12:54.313640,2440.2,Full Coverage
POL_CLM_LEG_170_1,PN7853904311,CLM_LEG_170,2024-02-08T18:12:54.313640,2025-02-07T18:12:54.313640,2441.1,Liability Only
POL_CLM_LEG_171_0,PN8367306390,CLM_LEG_171,2023-01-23T18:12:54.313640,2024-01-23T18:12:54.313640,2236.57,Full Coverage
POL_CLM_LEG_172_0,PN8563508610,CLM_LEG_172,2024-03-26T18:12:54.313640,2025-03-26T18:12:54.313640,826.09,Full Coverage
POL_CLM_LEG_173_0,PN3817184324,CLM_LEG_173,2023-09-05T18:12:54.313640,2024-09-04T18:12:54.313640,2448.93,Full Coverage
POL_CLM_LEG_174_0,PN8164733135,CLM_LEG_174,2024-10-08T18:12:54.313640,2025-10-08T18:12:54.313640,1375.55,Comprehensive
POL_CLM_LEG_175_0,PN2523824410,CLM_LEG_175,2025-04-15T18:12:54.313640,2026-04-15T18:12:54.313640,2248.0,Comprehensive
POL_CLM_LEG_176_0,PN102885858,CLM_LEG_176,2024-06-12T18:12:54.313640,2025-06-12T18:12:54.313640,2422.04,Comprehensive
POL_CLM_LEG_177_0,PN4277135345,CLM_LEG_177,2023-05-21T18:12:54.313640,2024-05-20T18:12:54.313640,1629.51,Comprehensive
POL_CLM_LEG_178_0,PN4439597404,CLM_LEG_178,2025-04-27T18:12:54.314826,2026-04-27T18:12:54.314826,1199.11,Comprehensive
POL_CLM_LEG_179_0,PN5891589490,CLM_LEG_179,2024-11-16T18:12:54.314826,2025-11-16T18:12:54.314826,2069.5,Liability Only
POL_CLM_LEG_179_1,PN1470072669,CLM_LEG_179,2025-03-28T18:12:54.314826,2026-03-28T18:12:54.314826,2092.63,Comprehensive
POL_CLM_LEG_180_0,PN232293617,CLM_LEG_180,2024-04-08T18:12:54.314826,2025-04-08T18:12:54.314826,1082.82,Liability Only
POL_CLM_LEG_181_0,PN7487060725,CLM_LEG_181,2025-05-20T18:12:54.314826,2026-05-20T18:12:54.314826,1351.44,Full Coverage
POL_CLM_LEG_181_1,PN682700754,CLM_LEG_181,2024-09-09T18:12:54.314826,2025-09-09T18:12:54.314826,1409.39,Liability Only
POL_CLM_LEG_182_0,PN2787320438,CLM_LEG_182,2024-01-10T18:12:54.314826,2025-01-09T18:12:54.314826,1500.49,Comprehensive
POL_CLM_LEG_183_0,PN3860887479,CLM_LEG_183,2025-01-13T18:12:54.314826,2026-01-13T18:12:54.314826,1097.62,Comprehensive
POL_CLM_LEG_184_0,PN6968372446,CLM_LEG_184,2023-10-11T18:12:54.314826,2024-10-10T18:12:54.314826,1961.33,Liability Only
POL_CLM_LEG_185_0,PN1636800874,CLM_LEG_185,2025-02-10T18:12:54.314826,2026-02-10T18:12:54.314826,1194.72,Comprehensive
POL_CLM_LEG_185_1,PN940361048,CLM_LEG_185,2024-10-19T18:12:54.314826,2025-10-19T18:12:54.314826,1581.27,Comprehensive
POL_CLM_LEG_186_0,PN5351046963,CLM_LEG_186,2023-04-05T18:12:54.314826,2024-04-04T18:12:54.314826,1590.93,Liability Only
POL_CLM_LEG_187_0,PN6011024003,CLM_LEG_187,2025-01-26T18:12:54.314826,2026-01-26T18:12:54.314826,925.57,Liability Only
POL_CLM_LEG_188_0,PN1051516118,CLM_LEG_188,2024-09-03T18:12:54.314826,2025-09-03T18:12:54.314826,1886.2,Liability Only
POL_CLM_LEG_188_1,PN5812033884,CLM_LEG_188,2023-07-31T18:12:54.314826,2024-07-30T18:12:54.314826,1225.17,Liability Only
POL_CLM_LEG_189_0,PN3614591668,CLM_LEG_189,2024-06-08T18:12:54.314826,2025-06-08T18:12:54.314826,2250.67,Full Coverage
POL_CLM_LEG_190_0,PN3454487559,CLM_LEG_190,2023-11-29T18:12:54.314826,2024-11-28T18:12:54.314826,1410.23,Liability Only
POL_CLM_LEG_191_0,PN7226786404,CLM_LEG_191,2024-09-07T18:12:54.314826,2025-09-07T18:12:54.314826,837.3,Comprehensive
POL_CLM_LEG_191_1,PN701593223,CLM_LEG_191,2024-05-27T18:12:54.314826,2025-05-27T18:12:54.314826,1266.62,Comprehensive
POL_CLM_LEG_192_0,PN504551316,CLM_LEG_192,2023-05-02T18:12:54.314826,2024-05-01T18:12:54.314826,2065.94,Full Coverage
POL_CLM_LEG_193_0,PN1534517088,CLM_LEG_193,2023-06-04T18:12:54.314826,2024-06-03T18:12:54.314826,1644.44,Liability Only
POL_CLM_LEG_193_1,PN8991161849,CLM_LEG_193,2023-05-04T18:12:54.314826,2024-05-03T18:12:54.314826,2158.06,Comprehensive
POL_CLM_LEG_194_0,PN1401696707,CLM_LEG_194,2024-11-24T18:12:54.314826,2025-11-24T18:12:54.314826,1882.25,Comprehensive
POL_CLM_LEG_195_0,PN4389420705,CLM_LEG_195,2023-05-25T18:12:54.314826,2024-05-24T18:12:54.314826,2025.58,Comprehensive
POL_CLM_LEG_196_0,PN549853942,CLM_LEG_196,2025-02-16T18:12:54.314826,2026-02-16T18:12:54.314826,1868.02,Comprehensive
POL_CLM_LEG_197_0,PN8926600235,CLM_LEG_197,2024-08-24T18:12:54.314826,2025-08-24T18:12:54.314826,2140.64,Full Coverage
POL_CLM_LEG_198_0,PN9191365324,CLM_LEG_198,2023-06-18T18:12:54.314826,2024-06-17T18:12:54.314826,1023.4,Liability Only
POL_CLM_LEG_199_0,PN7964258553,CLM_LEG_199,2024-05-07T18:12:54.314826,2025-05-07T18:12:54.314826,1098.59,Full Coverage
POL_CLM_LEG_200_0,PN3902259654,CLM_LEG_200,2023-01-21T18:12:54.314826,2024-01-21T18:12:54.314826,2451.53,Comprehensive
POL_CLM_LEG_201_0,PN9882532698,CLM_LEG_201,2024-09-30T18:12:54.314826,2025-09-30T18:12:54.314826,2211.8,Liability Only
POL_CLM_LEG_202_0,PN3755890043,CLM_LEG_202,2024-02-29T18:12:54.314826,2025-02-28T18:12:54.314826,2444.55,Liability Only
POL_CLM_LEG_202_1,PN8729661365,CLM_LEG_202,2023-06-03T18:12:54.314826,2024-06-02T18:12:54.314826,2279.67,Full Coverage
POL_CLM_LEG_203_0,PN4156255272,CLM_LEG_203,2025-04-20T18:12:54.314826,2026-04-20T18:12:54.314826,1039.29,Full Coverage
POL_CLM_LEG_204_0,PN5783560662,CLM_LEG_204,2023-06-26T18:12:54.314826,2024-06-25T18:12:54.314826,1946.49,Liability Only
POL_CLM_LEG_205_0,PN6574249203,CLM_LEG_205,2023-04-05T18:12:54.314826,2024-04-04T18:12:54.314826,1747.43,Full Coverage
POL_CLM_LEG_205_1,PN7339311247,CLM_LEG_205,2023-04-19T18:12:54.314826,2024-04-18T18:12:54.314826,1470.78,Liability Only
POL_CLM_LEG_206_0,PN6512052178,CLM_LEG_206,2024-03-28T18:12:54.314826,2025-03-28T18:12:54.314826,1426.6,Comprehensive
POL_CLM_LEG_207_0,PN7836402339,CLM_LEG_207,2023-11-16T18:12:54.314826,2024-11-15T18:12:54.314826,1447.74,Comprehensive
POL_CLM_LEG_208_0,PN6871960768,CLM_LEG_208,2025-03-18T18:12:54.314826,2026-03-18T18:12:54.314826,1947.22,Liability Only
POL_CLM_LEG_208_1,PN3800944563,CLM_LEG_208,2025-06-11T18:12:54.314826,2026-06-11T18:12:54.314826,1853.23,Comprehensive
POL_CLM_LEG_209_0,PN3214650542,CLM_LEG_209,2023-10-21T18:12:54.314826,2024-10-20T18:12:54.314826,1176.32,Full Coverage
POL_CLM_LEG_210_0,PN7373127745,CLM_LEG_210,2024-03-18T18:12:54.314826,2025-03-18T18:12:54.314826,2345.96,Liability Only
POL_CLM_LEG_211_0,PN1406246798,CLM_LEG_211,2025-03-09T18:12:54.314826,2026-03-09T18:12:54.314826,1037.62,Full Coverage
POL_CLM_LEG_212_0,PN4745844242,CLM_LEG_212,2024-02-18T18:12:54.314826,2025-02-17T18:12:54.314826,997.4,Full Coverage
POL_CLM_LEG_213_0,PN3685173415,CLM_LEG_213,2025-02-18T18:12:54.314826,2026-02-18T18:12:54.314826,1460.7,Liability Only
POL_CLM_LEG_214_0,PN2301175286,CLM_LEG_214,2023-06-07T18:12:54.314826,2024-06-06T18:12:54.314826,1984.02,Comprehensive
POL_CLM_LEG_215_0,PN2087437937,CLM_LEG_215,2023-06-07T18:12:54.314826,2024-06-06T18:12:54.314826,2035.22,Liability Only
POL_CLM_LEG_216_0,PN4888030184,CLM_LEG_216,2023-03-06T18:12:54.314826,2024-03-05T18:12:54.314826,1631.89,Liability Only
POL_CLM_LEG_217_0,PN8297007717,CLM_LEG_217,2024-09-23T18:12:54.314826,2025-09-23T18:12:54.314826,855.62,Liability Only
POL_CLM_LEG_217_1,PN3659105184,CLM_LEG_217,2024-11-26T18:12:54.314826,2025-11-26T18:12:54.314826,1553.75,Full Coverage
POL_CLM_LEG_218_0,PN6815604345,CLM_LEG_218,2025-03-27T18:12:54.314826,2026-03-27T18:12:54.314826,2467.58,Liability Only
POL_CLM_LEG_219_0,PN9012845420,CLM_LEG_219,2023-09-15T18:12:54.314826,2024-09-14T18:12:54.314826,1409.75,Liability Only
POL_CLM_LEG_220_0,PN1474441529,CLM_LEG_220,2025-03-03T18:12:54.314826,2026-03-03T18:12:54.314826,2413.32,Liability Only
POL_CLM_LEG_221_0,PN8035122408,CLM_LEG_221,2024-12-01T18:12:54.314826,2025-12-01T18:12:54.314826,1890.9,Comprehensive
POL_CLM_LEG_222_0,PN3108772304,CLM_LEG_222,2025-05-16T18:12:54.314826,2026-05-16T18:12:54.314826,2137.55,Full Coverage
POL_CLM_LEG_222_1,PN176173914,CLM_LEG_222,2025-02-28T18:12:54.314826,2026-02-28T18:12:54.314826,2137.86,Full Coverage
POL_CLM_LEG_223_0,PN2204615377,CLM_LEG_223,2023-05-15T18:12:54.314826,2024-05-14T18:12:54.314826,1742.15,Comprehensive
POL_CLM_LEG_224_0,PN6765378863,CLM_LEG_224,2023-01-28T18:12:54.314826,2024-01-28T18:12:54.314826,1196.1,Full Coverage
POL_CLM_LEG_225_0,PN6960319246,CLM_LEG_225,2023-11-04T18:12:54.314826,2024-11-03T18:12:54.314826,804.82,Full Coverage
POL_CLM_LEG_226_0,PN7924068862,CLM_LEG_226,2023-12-31T18:12:54.314826,2024-12-30T18:12:54.314826,1226.11,Full Coverage
POL_CLM_LEG_226_1,PN9714364697,CLM_LEG_226,2025-03-16T18:12:54.314826,2026-03-16T18:12:54.314826,1923.8,Full Coverage
POL_CLM_LEG_227_0,PN6450216127,CLM_LEG_227,2024-07-05T18:12:54.314826,2025-07-05T18:12:54.314826,2142.97,Full Coverage
POL_CLM_LEG_228_0,PN1665075557,CLM_LEG_228,2025-06-20T18:12:54.314826,2026-06-20T18:12:54.314826,1096.22,Full Coverage
POL_CLM_LEG_229_0,PN1454207936,CLM_LEG_229,2024-05-01T18:12:54.314826,2025-05-01T18:12:54.314826,1694.35,Comprehensive
POL_CLM_LEG_230_0,PN7568621554,CLM_LEG_230,2024-04-03T18:12:54.314826,2025-04-03T18:12:54.314826,2122.63,Comprehensive
POL_CLM_LEG_231_0,PN9799933916,CLM_LEG_231,2024-03-31T18:12:54.314826,2025-03-31T18:12:54.314826,1656.53,Comprehensive
POL_CLM_LEG_232_0,PN3175917932,CLM_LEG_232,2023-04-26T18:12:54.314826,2024-04-25T18:12:54.314826,2344.88,Comprehensive
POL_CLM_LEG_233_0,PN7925532155,CLM_LEG_233,2024-03-24T18:12:54.314826,2025-03-24T18:12:54.314826,1893.68,Full Coverage
POL_CLM_LEG_234_0,PN3165795554,CLM_LEG_234,2024-03-03T18:12:54.314826,2025-03-03T18:12:54.314826,2240.41,Liability Only
POL_CLM_LEG_235_0,PN9175039242,CLM_LEG_235,2024-02-20T18:12:54.314826,2025-02-19T18:12:54.314826,2011.08,Liability Only
POL_CLM_LEG_236_0,PN5391505361,CLM_LEG_236,2025-04-15T18:12:54.314826,2026-04-15T18:12:54.314826,1347.59,Full Coverage
POL_CLM_LEG_237_0,PN1247605637,CLM_LEG_237,2024-09-28T18:12:54.314826,2025-09-28T18:12:54.314826,1861.34,Comprehensive
POL_CLM_LEG_238_0,PN1427802517,CLM_LEG_238,2024-08-08T18:12:54.314826,2025-08-08T18:12:54.314826,1447.54,Comprehensive
POL_CLM_LEG_239_0,PN7948583108,CLM_LEG_239,2024-03-29T18:12:54.314826,2025-03-29T18:12:54.314826,1659.44,Liability Only
POL_CLM_LEG_240_0,PN5845930984,CLM_LEG_240,2023-07-19T18:12:54.314826,2024-07-18T18:12:54.314826,994.5,Comprehensive
POL_CLM_LEG_241_0,PN7661595855,CLM_LEG_241,2023-05-11T18:12:54.314826,2024-05-10T18:12:54.314826,1737.27,Full Coverage
POL_CLM_LEG_242_0,PN4012167833,CLM_LEG_242,2023-01-09T18:12:54.314826,2024-01-09T18:12:54.314826,1188.44,Liability Only
POL_CLM_LEG_243_0,PN2193781858,CLM_LEG_243,2024-05-24T18:12:54.314826,2025-05-24T18:12:54.314826,1507.18,Full Coverage
POL_CLM_LEG_244_0,PN3688530312,CLM_LEG_244,2024-08-20T18:12:54.314826,2025-08-20T18:12:54.314826,1930.68,Liability Only
POL_CLM_LEG_245_0,PN3057181753,CLM_LEG_245,2023-08-03T18:12:54.314826,2024-08-02T18:12:54.314826,2369.07,Full Coverage
POL_CLM_LEG_245_1,PN2852060864,CLM_LEG_245,2025-04-04T18:12:54.314826,2026-04-04T18:12:54.314826,2214.01,Full Coverage
POL_CLM_LEG_246_0,PN6213257327,CLM_LEG_246,2023-06-05T18:12:54.314826,2024-06-04T18:12:54.314826,2055.95,Full Coverage
POL_CLM_LEG_247_0,PN7627708051,CLM_LEG_247,2023-11-14T18:12:54.314826,2024-11-13T18:12:54.314826,2426.26,Comprehensive
POL_CLM_LEG_248_0,PN5583565206,CLM_LEG_248,2025-03-03T18:12:54.314826,2026-03-03T18:12:54.314826,1498.37,Comprehensive
POL_CLM_LEG_249_0,PN6413074426,CLM_LEG_249,2024-04-29T18:12:54.314826,2025-04-29T18:12:54.314826,2275.76,Comprehensive
POL_CLM_LEG_249_1,PN3753285114,CLM_LEG_249,2025-05-15T18:12:54.314826,2026-05-15T18:12:54.314826,2446.28,Comprehensive
POL_CLM_LEG_250_0,PN5883835914,CLM_LEG_250,2025-03-22T18:12:54.314826,2026-03-22T18:12:54.314826,1782.46,Full Coverage
POL_CLM_LEG_251_0,PN504538254,CLM_LEG_251,2024-02-29T18:12:54.314826,2025-02-28T18:12:54.314826,1181.22,Full Coverage
POL_CLM_LEG_252_0,PN9521191334,CLM_LEG_252,2023-12-15T18:12:54.314826,2024-12-14T18:12:54.314826,1424.85,Liability Only
POL_CLM_LEG_253_0,PN1921471213,CLM_LEG_253,2023-04-02T18:12:54.314826,2024-04-01T18:12:54.314826,1529.49,Comprehensive
POL_CLM_LEG_254_0,PN7952243124,CLM_LEG_254,2023-03-21T18:12:54.314826,2024-03-20T18:12:54.314826,1856.93,Comprehensive
POL_CLM_LEG_254_1,PN5361491138,CLM_LEG_254,2023-09-17T18:12:54.314826,2024-09-16T18:12:54.314826,1746.46,Comprehensive
POL_CLM_LEG_255_0,PN6855348124,CLM_LEG_255,2023-03-10T18:12:54.314826,2024-03-09T18:12:54.314826,1978.9,Full Coverage
POL_CLM_LEG_255_1,PN2644389706,CLM_LEG_255,2025-01-03T18:12:54.314826,2026-01-03T18:12:54.314826,1264.56,Liability Only
POL_CLM_LEG_256_0,PN4368097149,CLM_LEG_256,2024-07-12T18:12:54.314826,2025-07-12T18:12:54.314826,810.38,Full Coverage
POL_CLM_LEG_256_1,PN8856756094,CLM_LEG_256,2023-12-05T18:12:54.314826,2024-12-04T18:12:54.314826,1917.49,Full Coverage
POL_CLM_LEG_257_0,PN8518091669,CLM_LEG_257,2023-09-27T18:12:54.314826,2024-09-26T18:12:54.314826,2452.08,Full Coverage
POL_CLM_LEG_258_0,PN9923691943,CLM_LEG_258,2024-11-28T18:12:54.314826,2025-11-28T18:12:54.314826,1439.53,Liability Only
POL_CLM_LEG_259_0,PN6081908543,CLM_LEG_259,2024-06-23T18:12:54.314826,2025-06-23T18:12:54.314826,1329.78,Liability Only
POL_CLM_LEG_260_0,PN8144925278,CLM_LEG_260,2023-12-03T18:12:54.314826,2024-12-02T18:12:54.314826,1813.58,Full Coverage
POL_CLM_LEG_261_0,PN4748184249,CLM_LEG_261,2023-05-26T18:12:54.314826,2024-05-25T18:12:54.314826,1850.32,Comprehensive
POL_CLM_LEG_262_0,PN1831251866,CLM_LEG_262,2024-04-09T18:12:54.314826,2025-04-09T18:12:54.314826,1925.3,Liability Only
POL_CLM_LEG_263_0,PN9438096057,CLM_LEG_263,2024-05-08T18:12:54.314826,2025-05-08T18:12:54.314826,1264.38,Comprehensive
POL_CLM_LEG_264_0,PN6715782053,CLM_LEG_264,2024-04-22T18:12:54.314826,2025-04-22T18:12:54.314826,988.51,Comprehensive
POL_CLM_LEG_265_0,PN7679797159,CLM_LEG_265,2024-02-24T18:12:54.314826,2025-02-23T18:12:54.314826,1695.79,Liability Only
POL_CLM_LEG_266_0,PN2098430604,CLM_LEG_266,2024-05-28T18:12:54.314826,2025-05-28T18:12:54.314826,2473.56,Full Coverage
POL_CLM_LEG_267_0,PN4956555531,CLM_LEG_267,2024-09-01T18:12:54.314826,2025-09-01T18:12:54.314826,2407.05,Full Coverage
POL_CLM_LEG_268_0,PN5244141623,CLM_LEG_268,2024-09-13T18:12:54.314826,2025-09-13T18:12:54.314826,1357.81,Full Coverage
POL_CLM_LEG_269_0,PN3872505234,CLM_LEG_269,2024-04-22T18:12:54.314826,2025-04-22T18:12:54.314826,1098.68,Liability Only
POL_CLM_LEG_270_0,PN3994874578,CLM_LEG_270,2024-11-13T18:12:54.314826,2025-11-13T18:12:54.314826,1650.45,Comprehensive
POL_CLM_LEG_271_0,PN7630109212,CLM_LEG_271,2025-04-24T18:12:54.314826,2026-04-24T18:12:54.314826,1475.02,Comprehensive
POL_CLM_LEG_272_0,PN6145779441,CLM_LEG_272,2025-06-17T18:12:54.314826,2026-06-17T18:12:54.314826,1581.58,Full Coverage
POL_CLM_LEG_273_0,PN9721690222,CLM_LEG_273,2023-11-25T18:12:54.314826,2024-11-24T18:12:54.314826,1529.78,Liability Only
POL_CLM_LEG_274_0,PN4384395326,CLM_LEG_274,2024-05-05T18:12:54.314826,2025-05-05T18:12:54.314826,1292.18,Liability Only
POL_CLM_LEG_275_0,PN1293325642,CLM_LEG_275,2024-08-08T18:12:54.314826,2025-08-08T18:12:54.314826,1092.18,Comprehensive
POL_CLM_LEG_276_0,PN3359688603,CLM_LEG_276,2023-07-31T18:12:54.314826,2024-07-30T18:12:54.314826,2363.61,Full Coverage
POL_CLM_LEG_277_0,PN4233678114,CLM_LEG_277,2025-03-20T18:12:54.314826,2026-03-20T18:12:54.314826,1213.64,Comprehensive
POL_CLM_LEG_278_0,PN2108051856,CLM_LEG_278,2025-04-17T18:12:54.314826,2026-04-17T18:12:54.314826,1472.8,Liability Only
POL_CLM_LEG_279_0,PN7213569304,CLM_LEG_279,2024-11-22T18:12:54.314826,2025-11-22T18:12:54.314826,1366.22,Full Coverage
POL_CLM_LEG_280_0,PN6001361216,CLM_LEG_280,2023-09-27T18:12:54.314826,2024-09-26T18:12:54.314826,993.85,Comprehensive
POL_CLM_LEG_281_0,PN9076020635,CLM_LEG_281,2023-05-04T18:12:54.314826,2024-05-03T18:12:54.314826,1393.94,Comprehensive
POL_CLM_LEG_282_0,PN2695586240,CLM_LEG_282,2023-09-15T18:12:54.314826,2024-09-14T18:12:54.314826,2185.56,Full Coverage
POL_CLM_LEG_282_1,PN1186721076,CLM_LEG_282,2025-03-23T18:12:54.314826,2026-03-23T18:12:54.314826,1048.96,Full Coverage
POL_CLM_LEG_283_0,PN3518110561,CLM_LEG_283,2025-01-31T18:12:54.314826,2026-01-31T18:12:54.314826,2092.37,Comprehensive
POL_CLM_LEG_284_0,PN4534979362,CLM_LEG_284,2023-05-07T18:12:54.314826,2024-05-06T18:12:54.314826,1867.51,Liability Only
POL_CLM_LEG_285_0,PN5860641896,CLM_LEG_285,2023-05-20T18:12:54.314826,2024-05-19T18:12:54.314826,1785.1,Comprehensive
POL_CLM_LEG_286_0,PN2386646220,CLM_LEG_286,2023-12-06T18:12:54.314826,2024-12-05T18:12:54.314826,1893.09,Comprehensive
POL_CLM_LEG_286_1,PN7689304607,CLM_LEG_286,2024-08-10T18:12:54.314826,2025-08-10T18:12:54.314826,2269.22,Comprehensive
POL_CLM_LEG_287_0,PN5811916280,CLM_LEG_287,2024-04-12T18:12:54.314826,2025-04-12T18:12:54.314826,916.09,Liability Only
POL_CLM_LEG_288_0,PN7863138232,CLM_LEG_288,2023-04-13T18:12:54.314826,2024-04-12T18:12:54.314826,1266.95,Full Coverage
POL_CLM_LEG_289_0,PN8261936907,CLM_LEG_289,2025-04-22T18:12:54.314826,2026-04-22T18:12:54.314826,1327.69,Liability Only
POL_CLM_LEG_290_0,PN3442073207,CLM_LEG_290,2024-06-24T18:12:54.314826,2025-06-24T18:12:54.314826,2213.88,Full Coverage
POL_CLM_LEG_291_0,PN4115520448,CLM_LEG_291,2023-02-12T18:12:54.314826,2024-02-12T18:12:54.314826,953.5,Comprehensive
POL_CLM_LEG_292_0,PN922084911,CLM_LEG_292,2024-03-20T18:12:54.314826,2025-03-20T18:12:54.314826,1786.56,Comprehensive
POL_CLM_LEG_293_0,PN7121172339,CLM_LEG_293,2024-04-02T18:12:54.314826,2025-04-02T18:12:54.314826,2345.38,Comprehensive
POL_CLM_LEG_294_0,PN6075713553,CLM_LEG_294,2024-08-11T18:12:54.314826,2025-08-11T18:12:54.314826,1828.51,Comprehensive
POL_CLM_LEG_295_0,PN2186029440,CLM_LEG_295,2025-05-04T18:12:54.314826,2026-05-04T18:12:54.314826,1565.89,Liability Only
POL_CLM_LEG_296_0,PN4328375703,CLM_LEG_296,2025-04-11T18:12:54.314826,2026-04-11T18:12:54.314826,1657.73,Full Coverage
POL_CLM_LEG_296_1,PN393667326,CLM_LEG_296,2025-05-27T18:12:54.314826,2026-05-27T18:12:54.314826,1221.16,Liability Only
POL_CLM_LEG_297_0,PN6454228052,CLM_LEG_297,2024-01-17T18:12:54.314826,2025-01-16T18:12:54.314826,1688.67,Full Coverage
POL_CLM_LEG_297_1,PN4513216538,CLM_LEG_297,2024-06-29T18:12:54.314826,2025-06-29T18:12:54.314826,1433.85,Liability Only
POL_CLM_LEG_298_0,PN862957910,CLM_LEG_298,2023-05-05T18:12:54.314826,2024-05-04T18:12:54.314826,1375.22,Comprehensive
POL_CLM_LEG_299_0,PN2034308511,CLM_LEG_299,2023-09-29T18:12:54.314826,2024-09-28T18:12:54.314826,1900.42,Full Coverage
POL_CLM_LEG_300_0,PN681506405,CLM_LEG_300,2023-12-13T18:12:54.314826,2024-12-12T18:12:54.314826,1953.24,Liability Only
POL_CLM_LEG_301_0,PN6782119010,CLM_LEG_301,2023-02-15T18:12:54.314826,2024-02-15T18:12:54.314826,1916.16,Comprehensive
POL_CLM_LEG_302_0,PN2504270670,CLM_LEG_302,2024-07-30T18:12:54.314826,2025-07-30T18:12:54.314826,938.55,Comprehensive
POL_CLM_LEG_303_0,PN5253035041,CLM_LEG_303,2024-07-13T18:12:54.314826,2025-07-13T18:12:54.314826,1327.39,Comprehensive
POL_CLM_LEG_304_0,PN6682917607,CLM_LEG_304,2024-05-31T18:12:54.314826,2025-05-31T18:12:54.314826,1019.22,Comprehensive
POL_CLM_LEG_305_0,PN3810352911,CLM_LEG_305,2024-08-23T18:12:54.314826,2025-08-23T18:12:54.314826,1750.17,Comprehensive
POL_CLM_LEG_305_1,PN4146905025,CLM_LEG_305,2023-04-18T18:12:54.314826,2024-04-17T18:12:54.314826,1358.41,Full Coverage
POL_CLM_LEG_306_0,PN3738083832,CLM_LEG_306,2023-03-11T18:12:54.314826,2024-03-10T18:12:54.314826,2410.08,Comprehensive
POL_CLM_LEG_307_0,PN1804891141,CLM_LEG_307,2025-04-02T18:12:54.314826,2026-04-02T18:12:54.314826,1898.24,Liability Only
POL_CLM_LEG_307_1,PN6641400954,CLM_LEG_307,2024-02-02T18:12:54.314826,2025-02-01T18:12:54.314826,1415.11,Liability Only
POL_CLM_LEG_308_0,PN377936072,CLM_LEG_308,2024-11-29T18:12:54.314826,2025-11-29T18:12:54.314826,1380.94,Liability Only
POL_CLM_LEG_309_0,PN5877893955,CLM_LEG_309,2025-02-16T18:12:54.314826,2026-02-16T18:12:54.314826,1063.41,Liability Only
POL_CLM_LEG_310_0,PN2370254777,CLM_LEG_310,2025-03-25T18:12:54.314826,2026-03-25T18:12:54.314826,1663.07,Comprehensive
POL_CLM_LEG_311_0,PN2565028629,CLM_LEG_311,2023-01-14T18:12:54.314826,2024-01-14T18:12:54.314826,1695.1,Comprehensive
POL_CLM_LEG_312_0,PN398721713,CLM_LEG_312,2023-05-14T18:12:54.314826,2024-05-13T18:12:54.314826,1850.65,Comprehensive
POL_CLM_LEG_313_0,PN878790001,CLM_LEG_313,2025-01-21T18:12:54.314826,2026-01-21T18:12:54.314826,1107.44,Comprehensive
POL_CLM_LEG_314_0,PN187735067,CLM_LEG_314,2023-03-31T18:12:54.314826,2024-03-30T18:12:54.314826,2334.52,Comprehensive
POL_CLM_LEG_315_0,PN6038282628,CLM_LEG_315,2024-05-12T18:12:54.314826,2025-05-12T18:12:54.314826,1419.31,Comprehensive
POL_CLM_LEG_316_0,PN208252665,CLM_LEG_316,2024-04-08T18:12:54.314826,2025-04-08T18:12:54.314826,1838.01,Comprehensive
POL_CLM_LEG_317_0,PN9405374510,CLM_LEG_317,2024-11-09T18:12:54.314826,2025-11-09T18:12:54.314826,1707.82,Liability Only
POL_CLM_LEG_318_0,PN9609407028,CLM_LEG_318,2023-04-25T18:12:54.314826,2024-04-24T18:12:54.314826,1597.33,Full Coverage
POL_CLM_LEG_318_1,PN6745950161,CLM_LEG_318,2024-06-25T18:12:54.314826,2025-06-25T18:12:54.314826,1953.12,Comprehensive
POL_CLM_LEG_319_0,PN5338617605,CLM_LEG_319,2024-03-21T18:12:54.314826,2025-03-21T18:12:54.314826,2108.05,Liability Only
POL_CLM_LEG_319_1,PN2523016327,CLM_LEG_319,2024-02-08T18:12:54.314826,2025-02-07T18:12:54.314826,1696.68,Full Coverage
POL_CLM_LEG_320_0,PN8600409780,CLM_LEG_320,2023-04-08T18:12:54.314826,2024-04-07T18:12:54.314826,1827.93,Liability Only
POL_CLM_LEG_321_0,PN9604423599,CLM_LEG_321,2024-03-01T18:12:54.314826,2025-03-01T18:12:54.314826,2286.0,Comprehensive
POL_CLM_LEG_322_0,PN4089069686,CLM_LEG_322,2023-07-09T18:12:54.314826,2024-07-08T18:12:54.314826,2238.02,Full Coverage
POL_CLM_LEG_322_1,PN2641139705,CLM_LEG_322,2024-09-18T18:12:54.314826,2025-09-18T18:12:54.314826,942.59,Full Coverage
